symbol,hourly_rate,annual_rate,mark_price,open_interest
NOT,0.00125,10.95,0.000554,594951274.0
TURBO,-0.0016043099999999999,-14.0537556,0.001424,742221972.0
BRETT,-0.00609927,-53.429605200000005,0.01353,86112956.0
IO,-0.0026990200000000003,-23.643415200000003,0.22322,2263122.1999999997
ZK,-0.00155602,-13.6307352,0.038325,35707134.0
BLAST,-0.01694135,-148.406226,0.000976,1061079256.0
LISTA,0.0,0.0,0.12466,0.0
MEW,-0.00215568,-18.8837568,0.001127,434970894.0
RENDER,0.00125,10.95,1.704,877257.4
kDOGS,0.0,0.0,0.13659,0.0
POL,0.00040571,3.5540195999999997,0.13258,15896320.0
CATI,0.0,0.0,0.082821,0.0
CELO,-0.02436527,-213.43976520000004,0.16598,1516248.0
HMSTR,0.00125,10.95,0.000245,4122219858.0
SCR,0.00125,10.95,0.09405,1840463.4
NEIROETH,0.0,0.0,0.01808,0.0
kNEIRO,0.00125,10.95,0.11814,3081765.6
GOAT,0.0008797099999999999,7.7062596,0.040259,15331536.0
MOODENG,-0.0032084500000000003,-28.106022000000003,0.069961,25257004.0
GRASS,-0.0006999700000000001,-6.1317372,0.37095,3522809.8
PURR,0.00125,10.95,0.070834,47918752.0
PNUT,0.00125,10.95,0.08406,18513758.4
XLM,-0.00184973,-16.2036348,0.24521,12884898.0
CHILLGUY,0.00125,10.95,0.015856,31679284.0
SAND,0.00125,10.95,0.1506,4050982.0
IOTA,0.00125,10.95,0.11383,7209692.0
ALGO,-0.00632689,-55.423556399999995,0.1413,11373134.0
HYPE,0.00125,10.95,30.717,27146157.980000008
ME,-0.02121965,-185.884134,0.37087,2797567.0
MOVE,-0.00559009,-48.9691884,0.049359,27060322.0
VIRTUAL,0.00125,10.95,0.87009,8251871.800000001
PENGU,-0.00102929,-9.0165804,0.010211,400489252.0
USUAL,-0.00711861,-62.3590236,0.02521,19420292.0
FARTCOIN,0.00125,10.95,0.25014,181091222.20000008
AI16Z,0.0,0.0,0.06157,0.0
AIXBT,0.00125,10.95,0.042494,10295380.0
ZEREBRO,0.00998043,87.42856680000001,0.023547,254374394.0
BIO,-0.0018512399999999999,-16.2168624,0.060165,17372624.0
GRIFFAIN,0.00125,10.95,0.01281,69567592.0
SPX,0.00125,10.95,0.50356,8737394.0
S,-0.0086832,-76.064832,0.10374,22201560.0
MORPHO,0.00125,10.95,1.4987,1681624.2000000002
TRUMP,-0.00158579,-13.8915204,6.2165,2990668.8000000003
MELANIA,0.00125,10.95,0.12063,18957600.8
ANIME,-0.00020616,-1.8059616,0.00642,78039748.0
VINE,0.00125,10.95,0.02796,21775430.0
VVV,-0.00748218,-65.5438968,0.9975,740385.72
JELLY,0.0,0.0,0.037555,0.0
BERA,-0.00455501,-39.9018876,1.0313,3690620.0
TST,0.00125,10.95,0.015189,59663566.0
LAYER,-0.04847573,-424.64739480000003,0.22235,9095632.0
IP,-0.004151,-36.36276,2.2798,822741.8
OM,-0.00813193,-71.2357068,0.07215,19732325.4
KAITO,-0.00545506,-47.7863256,0.64078,2848738.0
NIL,-0.00293549,-25.7148924,0.09135,6121640.0
PAXG,0.00125,10.95,4074.9,7330.284
PROMPT,-0.0020546600000000003,-17.998821600000003,0.059044,14069096.0
BABY,-0.00755685,-66.198006,0.019912,20033732.0
WCT,-0.00155432,-13.615843200000002,0.11515,6391642.0
HYPER,-0.00056723,-4.9689347999999995,0.13295,3314970.0
ZORA,-0.00933386,-81.76461359999999,0.05086,90916946.0
INIT,0.00125,10.95,0.10415,8776566.0
DOOD,-0.0424268,-371.65876800000007,0.004002,129020344.0
LAUNCHCOIN,0.0,0.0,0.060367,0.0
NXPC,0.00125,10.95,0.4645,1964768.0
SOPH,0.00125,10.95,0.016127,37145004.0
RESOLV,-0.00929658,-81.43804080000001,0.13459,53126136.0
SYRUP,0.00125,10.95,0.29572,5579534.0
PUMP,0.00125,10.95,0.00255,22370317288.0
PROVE,0.00125,10.95,0.46904,1871262.0
YZY,0.00125,10.95,0.3587,1994566.0
XPL,-0.00326595,-28.609722,0.18045,190681312.0
WLFI,-0.01038732,-90.9929232,0.14675,139197954.0
LINEA,0.00125,10.95,0.01053,276241602.0
SKY,-0.00011015,-0.9649139999999999,0.042361,27511602.0
ASTER,0.00125,10.95,1.1168,60101676.0
AVNT,0.00024417,2.1389292,0.37746,8099690.0
STBL,0.00125,10.95,0.051575,31972886.0
0G,-0.05458582000000001,-478.17178320000005,1.209,1163556.0
HEMI,0.0018767299999999998,16.4401548,0.01995,17259340.0
APEX,0.00125,10.95,0.7205,6481698.0
2Z,-0.013482659999999999,-118.10810159999998,0.11894,13128724.0
ZEC,-0.00705389,-61.7920764,537.64,492607.2199999999
MON,0.00125,10.95,0.030643,723424098.0
MET,0.00125,10.95,0.29134,24357388.0
MEGA,0.00083842,7.3445592,0.35704,11585638.0
CC,-0.00095825,-8.39427,0.086169,25069014.0
ICP,-0.00357818,-31.3448568,3.9311,643307.0
AERO,0.00125,10.95,0.6629,3213660.0
