symbol,hourly_rate,annual_rate,mark_price,open_interest
kBONK,0.0007732300000000001,6.7734948,0.009043,556480016.0
GMT,0.00125,10.95,0.018643,8850770.0
SUPER,-0.01347937,-118.0792812,0.20275,3015370.0
USTC,0.00125,10.95,0.00575,77703026.0
NFTI,0.0,0.0,6.5609,0.0
JUP,-0.00169544,-14.8520544,0.23433,17295944.0
kLUNC,-0.0013243,-11.600867999999998,0.026601,8023856.0
RSR,0.00123247,10.7964372,0.003266,84631086.0
GALA,0.00125,10.95,0.007388,50035952.0
JTO,0.00125,10.95,0.46722,3333522.0
NTRN,0.0,0.0,0.1238,0.0
ACE,-0.01284442,-112.5171192,0.2182,772986.8200000001
MAV,-0.06643333,-581.9559707999999,0.033195,41378314.0
WIF,0.00125,10.95,0.34144,15558486.0
CAKE,0.00125,10.95,2.3432,864503.4
PEOPLE,0.00125,10.95,0.009586,22366492.0
ENS,0.00125,10.95,11.057,105028.88
ETC,0.00125,10.95,13.55,128616.14
XAI,-0.018622589999999998,-163.1338884,0.02061,54247442.00000001
MANTA,-0.00158971,-13.925859599999999,0.11773,1881678.8000000003
UMA,0.00125,10.95,0.81732,1026233.6
ONDO,0.00125,10.95,0.47444,8158056.0
ALT,0.00125,10.95,0.01342,40778528.0
ZETA,-0.008701229999999999,-76.2227748,0.08798,11763885.200000001
DYM,-0.07527268,-659.3886768,0.10948,10180953.200000001
MAVIA,-0.01008046,-88.30482959999999,0.0603,7336041.0
W,-0.00015784,-1.3826783999999999,0.04456,46976799.4
PANDORA,0.0,0.0,3026.3,0.0
STRK,-0.0066104200000000005,-57.90727920000001,0.14082,92419209.8
PIXEL,0.0,0.0,0.024027,0.0
AI,0.0,0.0,0.12555,0.0
TAO,-0.00069434,-6.0824184,281.05,59705.948
AR,-0.00482358,-42.2545608,3.9215,279701.5600000001
MYRO,0.0,0.0,0.015813,0.0
kFLOKI,-0.00146448,-12.8288448,0.045477,31695436.0
BOME,0.00125,10.95,0.000691,283451742.0
ETHFI,0.00125,10.95,0.7006,6568014.199999999
ENA,0.00125,10.95,0.24274,171171406.0
MNT,0.00125,10.95,0.99012,3851016.0
TNSR,-0.23125633999999998,-2025.8055384,0.15032,18882832.39999999
SAGA,0.00125,10.95,0.0865,15728559.400000002
MERL,-0.00871073,-76.3059948,0.35578,6123190.0
HBAR,-0.0030706600000000002,-26.898981600000006,0.14409,19472752.0
POPCAT,0.00125,10.95,0.092981,31986736.0
OMNI,0.0,0.0,4.1915,0.0
EIGEN,-0.0005249,-4.598124,0.5529,6108369.1
REZ,0.00125,10.95,0.006387,88566422.0
NOT,0.00125,10.95,0.000555,594589610.0
TURBO,3.3770000000000004e-05,0.29582520000000007,0.001427,742484252.0
BRETT,-0.00418686,-36.67689359999999,0.013598,87182110.0
IO,-0.00549511,-48.1371636,0.22355,2286450.4000000004
ZK,-0.00082527,-7.2293652,0.038633,35701974.0
BLAST,-0.0158343,-138.708468,0.000978,1061441556.0
LISTA,0.0,0.0,0.12466,0.0
MEW,0.00125,10.95,0.001135,434999818.0
RENDER,0.00125,10.95,1.7135,877233.0
kDOGS,0.0,0.0,0.13659,0.0
POL,-0.00026218,-2.2966968,0.13288,15941720.0
CATI,0.0,0.0,0.082821,0.0
CELO,-0.00958613,-83.9744988,0.16481,1443582.0
HMSTR,0.00125,10.95,0.000246,3849146218.0
SCR,0.00125,10.95,0.0942,1835295.7999999998
NEIROETH,0.0,0.0,0.01808,0.0
kNEIRO,0.00125,10.95,0.11864,3072561.1999999997
GOAT,0.00125,10.95,0.040374,13693008.0
MOODENG,-0.00214511,-18.791163599999997,0.07027,25261442.0
GRASS,0.00125,10.95,0.37053,3512938.6
PURR,0.0023414,20.510664,0.070877,47869718.0
PNUT,0.00125,10.95,0.08455,18507005.2
XLM,0.00050069,4.3860444,0.24645,12921194.0
CHILLGUY,0.00125,10.95,0.015902,31646906.0
SAND,-0.00507471,-44.4544596,0.15127,4064544.0
IOTA,0.00125,10.95,0.11415,7196138.0
ALGO,-0.00496559,-43.4985684,0.1418,11377674.0
HYPE,0.00125,10.95,30.804,27014112.339999992
ME,-0.0219337,-192.13921200000001,0.36995,2774864.0
MOVE,-0.00389338,-34.1060088,0.049484,27083732.0
VIRTUAL,0.00125,10.95,0.87996,8333391.8
PENGU,-0.00146667,-12.848029200000001,0.010253,400738924.0
USUAL,-0.0035697,-31.270571999999998,0.02529,19693357.2
FARTCOIN,0.0012840199999999999,11.2480152,0.24858,180396839.0
AI16Z,0.0,0.0,0.06157,0.0
AIXBT,0.00125,10.95,0.04261,10290380.0
ZEREBRO,0.007198360000000001,63.05763360000001,0.02387,254518760.0
BIO,0.00125,10.95,0.060335,17385558.0
GRIFFAIN,0.00125,10.95,0.012842,69990340.0
SPX,0.00125,10.95,0.5072,8760459.200000003
S,-0.008483309999999999,-74.31379559999999,0.10396,22181598.0
MORPHO,0.00125,10.95,1.5069,1680343.4
TRUMP,-0.00071952,-6.3029952,6.2343,2990818.1999999997
MELANIA,0.00125,10.95,0.12107,18957162.6
ANIME,-0.00090193,-7.9009068000000005,0.006417,77695836.0
VINE,0.00125,10.95,0.028207,21751090.0
VVV,-0.01138761,-99.7554636,0.9999,740294.54
JELLY,0.0,0.0,0.037555,0.0
BERA,-0.0006083,-5.328708,1.0296,3690170.1999999997
TST,0.00726236,63.6182736,0.015205,59559824.0
LAYER,-0.04450624,-389.87466240000003,0.2211,9074108.0
IP,-0.009517419999999999,-83.37259919999998,2.2976,828839.8
OM,-0.00327695,-28.706081999999995,0.07226,19731815.4
KAITO,-0.0031109799999999997,-27.2521848,0.6417,2848266.0
NIL,0.00125,10.95,0.091148,6169166.0
PAXG,0.00125,10.95,4072.7,7327.164
PROMPT,-0.0037988299999999996,-33.2777508,0.059147,14067642.0
BABY,-0.00607259,-53.1958884,0.019925,20016984.0
WCT,-0.0032340900000000002,-28.330628400000002,0.11525,6383374.0
HYPER,-0.00052254,-4.5774504,0.13356,3321518.0
ZORA,-0.01663692,-145.7394192,0.051089,90902442.0
INIT,-0.0023388600000000003,-20.488413600000005,0.10453,8776636.0
DOOD,-0.05059749000000001,-443.23401240000004,0.003994,129247766.0
LAUNCHCOIN,0.0,0.0,0.060367,0.0
NXPC,0.00125,10.95,0.46332,1963870.0
SOPH,0.00125,10.95,0.016164,37170852.0
RESOLV,-0.00550769,-48.2473644,0.13932,53119910.0
SYRUP,0.00125,10.95,0.29547,5544702.0
PUMP,0.00125,10.95,0.002566,22384271120.0
PROVE,0.00125,10.95,0.46964,1870210.0
YZY,0.00125,10.95,0.3592,1994566.0
XPL,-0.003974930000000001,-34.8203868,0.18064,189866366.0
WLFI,-0.01707641,-149.58935160000001,0.14727,139182842.0
LINEA,0.00125,10.95,0.010351,274974568.0
SKY,-0.00656655,-57.522977999999995,0.042345,27404478.0
ASTER,0.00125,10.95,1.1159,60119426.0
AVNT,0.00125,10.95,0.37769,8106892.0
STBL,0.00125,10.95,0.051672,32060124.0
0G,-0.044058059999999996,-385.94860559999995,1.2106,1160558.0
HEMI,-0.00449305,-39.359118,0.020035,17232376.0
APEX,0.00125,10.95,0.72196,6480404.0
2Z,-0.018812620000000002,-164.79855120000002,0.1189,13158756.0
ZEC,-0.0091946,-80.544696,539.39,493999.5399999999
MON,0.00103553,9.0712428,0.030346,725868704.0
MET,0.00125,10.95,0.28977,24840040.0
MEGA,0.00125,10.95,0.35732,11583574.0
CC,0.00018995,1.663962,0.086387,25073812.0
ICP,-0.0037951000000000005,-33.245076000000005,3.9482,652180.6
AERO,0.00125,10.95,0.66379,3220764.0
