symbol,hourly_rate,annual_rate,mark_price,open_interest
OMNI,0.0,0.0,4.1915,0.0
EIGEN,0.00026137,2.2896012000000003,0.5497,6108389.8
REZ,-0.00056401,-4.9407276,0.006361,88449584.0
NOT,0.00125,10.95,0.000554,594951274.0
TURBO,-0.00151331,-13.256595599999997,0.001423,742238260.0
BRETT,-0.006272809999999999,-54.949815599999994,0.013528,86115310.0
IO,-0.00266289,-23.326916399999998,0.2229,2263320.4
ZK,-0.00169165,-14.818854,0.038249,35688580.0
BLAST,-0.01635688,-143.2862688,0.000975,1061079256.0
LISTA,0.0,0.0,0.12466,0.0
MEW,-0.00243062,-21.292231200000003,0.001125,434970894.0
RENDER,0.00125,10.95,1.7008,877238.6
kDOGS,0.0,0.0,0.13659,0.0
POL,0.00046881,4.1067756,0.13242,15908154.0
CATI,0.0,0.0,0.082821,0.0
CELO,-0.02428661,-212.7507036,0.16525,1524796.0
HMSTR,0.00125,10.95,0.000245,4148921184.0
SCR,0.00125,10.95,0.09375,1840463.4
NEIROETH,0.0,0.0,0.01808,0.0
kNEIRO,0.00125,10.95,0.11787,3081647.5999999996
GOAT,0.0009274699999999999,8.1246372,0.040196,15332646.0
MOODENG,-0.0031564099999999997,-27.650151599999997,0.069814,25257004.0
GRASS,-0.0006031400000000001,-5.2835064,0.36994,3522809.8
PURR,0.00125,10.95,0.070834,47918752.0
PNUT,0.00125,10.95,0.08397,18444502.200000003
XLM,-0.00201827,-17.6800452,0.24485,12884898.0
CHILLGUY,0.00125,10.95,0.015843,31692930.0
SAND,0.00125,10.95,0.15047,4050522.0
IOTA,0.00125,10.95,0.11375,7209090.0
ALGO,-0.006454629999999999,-56.542558799999995,0.14105,11373134.0
HYPE,0.00125,10.95,30.679,27156378.719999988
ME,-0.02126677,-186.2969052,0.37146,2797288.2
MOVE,-0.00540776,-47.3719776,0.049293,27058684.0
VIRTUAL,0.00125,10.95,0.86838,8252282.0
PENGU,-0.00101465,-8.888334,0.010187,400504702.0
USUAL,-0.00717251,-62.8311876,0.02521,19425869.000000004
FARTCOIN,0.00125,10.95,0.24923,181099475.19999996
AI16Z,0.0,0.0,0.06157,0.0
AIXBT,0.00125,10.95,0.042482,10302276.0
ZEREBRO,0.00984901,86.2773276,0.023486,254379792.0
BIO,-0.00206256,-18.068025600000002,0.060132,17372624.0
GRIFFAIN,0.00125,10.95,0.012805,69563632.0
SPX,0.00125,10.95,0.50279,8737613.2
S,-0.0086566,-75.831816,0.10358,22203488.0
MORPHO,0.00125,10.95,1.496,1681597.6
TRUMP,-0.0016497100000000002,-14.451459600000002,6.2145,2990809.6000000006
MELANIA,0.00125,10.95,0.12031,18957600.800000004
ANIME,-0.00011674,-1.0226424,0.006412,78139466.0
VINE,0.00125,10.95,0.027934,21776650.0
VVV,-0.007431200000000001,-65.09731200000002,0.9967,740353.9799999999
JELLY,0.0,0.0,0.037555,0.0
BERA,-0.0047162,-41.313912,1.0273,3690896.0
TST,0.00125,10.95,0.01519,59684416.0
LAYER,-0.04918305,-430.84351799999996,0.22239,9096632.0
IP,-0.00401691,-35.188131600000006,2.2774,823034.8
OM,-0.00795387,-69.6759012,0.07204,19714696.4
KAITO,-0.00541137,-47.40360120000001,0.64036,2847966.0
NIL,-0.00275887,-24.1677012,0.091212,6110680.0
PAXG,0.00125,10.95,4073.0,7330.632
PROMPT,-0.00178475,-15.63441,0.059112,14068584.0
BABY,-0.00739079,-64.7433204,0.019914,20036974.0
WCT,-0.0016181700000000002,-14.175169200000001,0.11475,6391482.0
HYPER,-0.00068325,-5.985270000000001,0.13284,3314674.0
ZORA,-0.00935788,-81.97502880000002,0.05081,90924384.0
INIT,0.00125,10.95,0.10399,8775286.0
DOOD,-0.04224873,-370.0988747999999,0.003993,129001184.0
LAUNCHCOIN,0.0,0.0,0.060367,0.0
NXPC,0.00125,10.95,0.46691,1966576.0
SOPH,0.00125,10.95,0.016105,37145004.0
RESOLV,-0.00968508,-84.84130080000001,0.13468,53109282.0
SYRUP,0.00125,10.95,0.29535,5579050.0
PUMP,0.00125,10.95,0.002545,22370331092.0
PROVE,0.00125,10.95,0.46901,1871316.0
YZY,0.00125,10.95,0.3587,1994566.0
XPL,-0.0031369099999999997,-27.4793316,0.18025,190799226.0
WLFI,-0.01029904,-90.2195904,0.14664,139198402.0
LINEA,0.00125,10.95,0.010515,276244916.0
SKY,0.00021101,1.8484476,0.042179,27520280.0
ASTER,0.00125,10.95,1.1143,60101782.0
AVNT,0.0002288,2.004288,0.37684,8099690.0
STBL,0.00125,10.95,0.051569,31971834.0
0G,-0.05488105,-480.75799800000004,1.2044,1163826.0
HEMI,0.00251993,22.074586800000002,0.01991,17259340.0
APEX,0.00125,10.95,0.7198,6481906.0
2Z,-0.01311231,-114.8638356,0.11895,13127042.0
ZEC,-0.007122010000000001,-62.3888076,537.48,492380.2399999998
MON,0.00125,10.95,0.030834,722202160.0
MET,0.00125,10.95,0.28974,24354708.0
MEGA,0.0007943300000000001,6.958330800000001,0.35639,11586070.0
CC,-0.00090587,-7.9354212,0.086212,25087218.0
ICP,-0.00357342,-31.303159199999996,3.9275,643299.2000000001
AERO,0.00125,10.95,0.66107,3214130.0
